"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Tandartspraktijk Bijlmerdreef";"tandartspraktijk_bijlmerdreef";"1";"303";"";"0000-00-00 00:00:00";"Bijlmerdreef 794";"1103DT";"";"POINT(4.96566195520512 52.3202734207124)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Bijlmerdreef";"Bijlmerdreef";"794";"1103DT";"Amsterdam";"020 690 2151";"";"http://tandartspraktijkbijlmerdreef.nl";"info@tandartspraktijkbijlmerdreef.nl"
"Tandartspraktijk Boer";"tandartspraktijk_boer";"1";"303";"";"0000-00-00 00:00:00";"Ruiseveenpad 82";"1106AN";"";"POINT(4.9762157833002 52.2971850006634)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Boer";"Ruiseveenpad";"82";"1106AN";"Amsterdam";"020 697 8824";"";"";""
"Tandartspraktijk Bokma";"tandartspraktijk_bokma";"1";"303";"";"0000-00-00 00:00:00";"Burgemeester R&#246;ellstraat 2";"1064BM";"";"POINT(4.83482899666591 52.3735358293203)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Bokma";"Burgemeester R&#246;ellstraat";"2";"1064BM";"Amsterdam";"020 613 7025";"";"";""
"Tandartspraktijk Breimer";"tandartspraktijk_breimer";"1";"303";"";"0000-00-00 00:00:00";"Meer en Vaart 326";"1068LG";"";"POINT(4.80838955087894 52.3571776061435)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Breimer";"Meer en Vaart";"326";"1068LG";"Amsterdam";"020 667 0150";"";"";"jbreimer@xs4all.nl"
"Tandartspraktijk Brinkman";"tandartspraktijk_brinkman";"1";"303";"";"0000-00-00 00:00:00";"Hogeweg 21";"1098BW";"";"POINT(4.93191260459502 52.3546613199809)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Brinkman";"Hogeweg";"21";"1098BW";"Amsterdam";"020 362 3623";"";"http://www.tandartsbrinkman.nl";"tandarts@bennerbrinkman.nl"
"Tandartspraktijk Bruin";"tandartspraktijk_bruin";"1";"303";"";"0000-00-00 00:00:00";"Valeriusstraat 91a";"1075EP";"";"POINT(4.86829006263529 52.3539231621142)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Bruin";"Valeriusstraat";"91a";"1075EP";"Amsterdam";"020 679 8992";"";"http://www.tandartsrdebruin.nl/";""
"Tandartspraktijk Buehre";"tandartspraktijk_buehre";"1";"303";"";"0000-00-00 00:00:00";"Walborg 7";"1082AM";"";"POINT(4.87429841204919 52.3242806862996)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:38";"2016-06-28 12:30:38";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Buehre";"Walborg";"7";"1082AM";"Amsterdam";"020 642 0785";"";"";""
"Tandartspraktijk Churchilllaan / Praktijk voor Esthetische Tandheelkunde";"tandartspraktijk_churchilllaan_praktijk_voor_esthetische_tandheelkunde";"1";"303";"";"0000-00-00 00:00:00";"Churchill-laan 220";"1078EW";"";"POINT(4.89180403531061 52.3473999369602)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Churchilllaan / Praktijk voor Esthetische Tandheelkunde";"Churchill-laan";"220";"1078EW";"Amsterdam";"020 671 8265";"";"http://www.tandartsen.com";"info@tandartsen.com"
"Tandartspraktijk De Baare";"tandartspraktijk_de_baare";"1";"303";"";"0000-00-00 00:00:00";"Diepenbrockstraat 10";"1077VZ";"";"POINT(4.88429001142343 52.3447977477453)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Baare";"Diepenbrockstraat";"10";"1077VZ";"Amsterdam";"020 679 1412";"";"http://www.tandartsdebaare.nl";""
"Tandartspraktijk de Clercqstraat";"tandartspraktijk_de_clercqstraat";"1";"303";"";"0000-00-00 00:00:00";"De Clercqstraat 96";"1052NM";"";"POINT(4.86695282972065 52.370328912488)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk de Clercqstraat";"De Clercqstraat";"96";"1052NM";"Amsterdam";"020 618 3876";"";"http://www.tandartspraktijkdeclercqstraat.nl";"info@tandartspraktijkdeclercqstraat.nl"
"Tandartspraktijk De Goede";"tandartspraktijk_de_goede";"1";"303";"";"0000-00-00 00:00:00";"Hechtelstraat 100";"1066KM";"";"POINT(4.81689350961891 52.34768283442)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Goede";"Hechtelstraat";"100";"1066KM";"Amsterdam";"020 615 7756";"";"https://tandartsdegoede.tandartsennet.nl";"ja.goede@planet.nl"
"Tandartspraktijk De Greef";"tandartspraktijk_de_greef";"1";"303";"";"0000-00-00 00:00:00";"Weteringschans 247";"1017XJ";"";"POINT(4.89567676231043 52.3594866207946)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Greef";"Weteringschans";"247";"1017XJ";"Amsterdam";"020 623 9590";"";"http://www.tandartsdegreef.nl";""
"Tandartspraktijk De Groot";"tandartspraktijk_de_groot";"1";"303";"";"0000-00-00 00:00:00";"Schotse Hooglanden 2";"1060NM";"";"POINT(4.77172862625744 52.3534065193023)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Groot";"Schotse Hooglanden";"2";"1060NM";"Amsterdam";"020 667 0605";"";"http://www.tandartspraktijk-jajmdegroot.tandartsennet.nl";"tandartspraktijk.jajmdegroot@kpnplanet.nl"
"Tandartspraktijk De Hoektand";"tandartspraktijk_de_hoektand";"1";"303";"";"0000-00-00 00:00:00";"Eerste Boomdwarsstraat 31";"1015NC";"";"POINT(4.88479677345033 52.3791150651451)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Hoektand";"Eerste Boomdwarsstraat";"31";"1015NC";"Amsterdam";"020 427 8040";"";"http://www.hoektand.nl";""
"Tandartspraktijk De Hortus";"tandartspraktijk_de_hortus";"1";"303";"";"0000-00-00 00:00:00";"Jonas Dani&#235;l Meijerplein 52";"1011RH";"";"POINT(4.90437798997807 52.3666047520191)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Hortus";"Jonas Dani&#235;l Meijerplein";"52";"1011RH";"Amsterdam";"020 420 4052";"";"http://www.tandartspraktijkdehortus.nl/";"info@tandartspraktijkdehortus.nl"
"Tandartspraktijk De Liefde";"tandartspraktijk_de_liefde";"1";"303";"";"0000-00-00 00:00:00";"Rietwijkerstraat 52";"1059XB";"";"POINT(4.8474980016856 52.3497227722702)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Liefde";"Rietwijkerstraat";"52";"1059XB";"Amsterdam";"020 614 0053";"";"http://www.tandartspraktijkdeliefde.nl";""
"Tandartspraktijk De Operatandarts";"tandartspraktijk_de_operatandarts";"1";"303";"";"0000-00-00 00:00:00";"Steve Bikoplein 5";"1092GM";"";"POINT(4.92385807054622 52.3556906181682)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:39";"2016-06-28 12:30:39";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Operatandarts";"Steve Bikoplein";"5";"1092GM";"Amsterdam";"020 694 8057";"";"http://www.operatandarts.nl";"info@operatandarts.nl"
"Tandartspraktijk De Parel";"tandartspraktijk_de_parel";"1";"303";"";"0000-00-00 00:00:00";"Herculesstraat 115";"1076SJ";"";"POINT(4.8615530581104 52.3464605513954)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:40";"2016-06-28 12:30:40";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Parel";"Herculesstraat";"115";"1076SJ";"Amsterdam";"020 676 1676";"";"";"tandartspraktijkdeparel@edpnet.nl"
"Tandartspraktijk De Schubertstraat";"tandartspraktijk_de_schubertstraat";"1";"303";"";"0000-00-00 00:00:00";"Schubertstraat 40";"1077GV";"";"POINT(4.87769406751656 52.3466659546086)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:40";"2016-06-28 12:30:40";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Schubertstraat";"Schubertstraat";"40";"1077GV";"Amsterdam";"020 676 1945";"";"http://tandartsenpraktijkschubertstraat.nl";""
"Tandartspraktijk De Wilde";"tandartspraktijk_de_wilde";"1";"303";"";"0000-00-00 00:00:00";"Gerrit van der Veenstraat 126";"1077ES";"";"POINT(4.86808526209264 52.3488441783412)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:40";"2016-06-28 12:30:40";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Wilde";"Gerrit van der Veenstraat";"126";"1077ES";"Amsterdam";"020 662 9935";"";"";""
"Tandartspraktijk De Wolvenstraat";"tandartspraktijk_de_wolvenstraat";"1";"303";"";"0000-00-00 00:00:00";"Wolvenstraat 18";"1016EP";"";"POINT(4.88571796223933 52.3703829162918)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:40";"2016-06-28 12:30:40";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk De Wolvenstraat";"Wolvenstraat";"18";"1016EP";"Amsterdam";"020 627 9229";"";"";"tandartstideman@gmail.com"
"Tandartspraktijk de Zuidas";"tandartspraktijk_de_zuidas";"1";"303";"";"0000-00-00 00:00:00";"Pieter Baststraat 21";"1071TV";"";"POINT(4.88509407408915 52.3528541916222)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:40";"2016-06-28 12:30:40";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk de Zuidas";"Pieter Baststraat";"21";"1071TV";"Amsterdam";"020 672 4747";"";"http://www.tandartspraktijk-dezuidas.nl";""
"Tandartspraktijk Dentalcare Oost";"tandartspraktijk_dentalcare_oost";"1";"303";"";"0000-00-00 00:00:00";"Tweede Oosterparkstraat 274c";"1092BV";"";"POINT(4.92446895731888 52.3590454267182)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:40";"2016-06-28 12:30:40";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Dentalcare Oost";"Tweede Oosterparkstraat";"274c";"1092BV";"Amsterdam";"020 694 8327";"";"http://www.dentalcare-oost.nl";"info@dentalcare-oost.nl"
"Tandartspraktijk Dijkstra en Fritschy";"tandartspraktijk_dijkstra_en_fritschy";"1";"303";"";"0000-00-00 00:00:00";"Apollolaan 121";"1077AP";"";"POINT(4.87577236952132 52.3504145511183)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:40";"2016-06-28 12:30:40";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Dijkstra en Fritschy";"Apollolaan";"121";"1077AP";"Amsterdam";"020 675 2800";"";"http://www.dijkstra-fritschytandartsen.nl";"fritschy@apollo121.nl"
"Tandartspraktijk Dikkes";"tandartspraktijk_dikkes";"1";"303";"";"0000-00-00 00:00:00";"Weteringschans 247";"1017XJ";"";"POINT(4.89567676231043 52.3594866207946)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:40";"2016-06-28 12:30:40";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Dikkes";"Weteringschans";"247";"1017XJ";"Amsterdam";"020 622 3477";"";"";""
"Tandartspraktijk Dirksen";"tandartspraktijk_dirksen";"1";"303";"";"0000-00-00 00:00:00";"Koekoeksstraat 38";"1021TZ";"";"POINT(4.92041862388911 52.3868284587089)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:40";"2016-06-28 12:30:40";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Dirksen";"Koekoeksstraat";"38";"1021TZ";"Amsterdam";"020 634 1719";"";"https://www.tandartsybdirksen.nl";""
"Tandartspraktijk Dom";"tandartspraktijk_dom";"1";"303";"";"0000-00-00 00:00:00";"Willemsparkweg 69";"1071GS";"";"POINT(4.87519613458876 52.3571079364359)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:41";"2016-06-28 12:30:41";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Dom";"Willemsparkweg";"69";"1071GS";"Amsterdam";"020 613 1020";"020 613 1020";"http://www.domtandartsen.nl";"info@domtandartsen.nl"
"Tandartspraktijk Döpp";"tandartspraktijk_dopp";"1";"303";"";"0000-00-00 00:00:00";"Linnaeusparkweg 43";"1098CP";"";"POINT(4.93361679842562 52.354515071084)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:41";"2016-06-28 12:30:41";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Döpp";"Linnaeusparkweg";"43";"1098CP";"Amsterdam";"020 663 5862";"";"http://www.doppdental.nl";"info@doppdental.nl"
"Tandartspraktijk El Maghraby";"tandartspraktijk_el_maghraby";"1";"303";"";"0000-00-00 00:00:00";"Derkinderenstraat 92";"1061VX";"";"POINT(4.8406497995861 52.3647368729936)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:41";"2016-06-28 12:30:41";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk El Maghraby";"Derkinderenstraat";"92";"1061VX";"Amsterdam";"020 683 4350";"";"https://gmaghraby.tandartsennet.nl";"info@magraby.nl"
"Tandartspraktijk Fletterman";"tandartspraktijk_fletterman";"1";"303";"";"0000-00-00 00:00:00";"Rooseveltlaan 65";"1079AD";"";"POINT(4.90128893782697 52.3443384821989)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:41";"2016-06-28 12:30:41";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Fletterman";"Rooseveltlaan";"65";"1079AD";"Amsterdam";"020 664 3704";"";"http://www.tandartsfletterman.nl";"info@tandartsfletterman.nl"
"Tandartspraktijk Gaffar";"tandartspraktijk_gaffar";"1";"303";"";"0000-00-00 00:00:00";"'s-Gravendijkdreef 206";"1104DA";"";"POINT(4.98240806890187 52.3206734343322)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:41";"2016-06-28 12:30:41";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Gaffar";"'s-Gravendijkdreef";"206";"1104DA";"Amsterdam";"020 600 0106";"020 695 1992";"http://www.gaffar.nl/tandarts";""
"Tandartspraktijk Genzale";"tandartspraktijk_genzale";"1";"303";"";"0000-00-00 00:00:00";"Cornelis Dirkszstraat 27";"1056TP";"";"POINT(4.85860780189838 52.3719546805342)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:41";"2016-06-28 12:30:41";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Genzale";"Cornelis Dirkszstraat";"27";"1056TP";"Amsterdam";"020 683 5630";"";"";""
"Tandartspraktijk Goos en Thio";"tandartspraktijk_goos_en_thio";"1";"303";"";"0000-00-00 00:00:00";"Meteorensingel 13";"1033CB";"";"POINT(4.89264077511389 52.4105959361709)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:41";"2016-06-28 12:30:41";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Goos en Thio";"Meteorensingel";"13";"1033CB";"Amsterdam";"020 633 1611";"";"http://tandartsenpraktijkgoosenthio.nl";""
"Tandartspraktijk Goud en Dietvorst";"tandartspraktijk_goud_en_dietvorst";"1";"303";"";"0000-00-00 00:00:00";"Lutmastraat 15";"1072JL";"";"POINT(4.89283890527777 52.3506758055694)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:41";"2016-06-28 12:30:41";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Goud en Dietvorst";"Lutmastraat";"15";"1072JL";"Amsterdam";"020 675 1389";"";"";"info@gouddietvorst.nl"
"Tandartspraktijk Govers";"tandartspraktijk_govers";"1";"303";"";"0000-00-00 00:00:00";"Meteorensingel 19";"1033CB";"";"POINT(4.89264077511389 52.4105959361709)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:41";"2016-06-28 12:30:41";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Govers";"Meteorensingel";"19";"1033CB";"Amsterdam";"";"";"http://www.medischcentrumtuindorpoostzaan.nl/";""
"Tandartspraktijk Greevink";"tandartspraktijk_greevink";"1";"303";"";"0000-00-00 00:00:00";"Binnen Bantammerstraat 18";"1011CL";"";"POINT(4.90227410169823 52.3737144182656)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:42";"2016-06-28 12:30:42";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Greevink";"Binnen Bantammerstraat";"18";"1011CL";"Amsterdam";"020 627 5365";"";"http://www.tandartsgreevink.nl";"o.greevink@inter.nl.net"
"Tandartspraktijk Hagens";"tandartspraktijk_hagens";"1";"303";"";"0000-00-00 00:00:00";"Ruiseveenpad 82";"1106AN";"";"POINT(4.9762157833002 52.2971850006634)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:42";"2016-06-28 12:30:42";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Hagens";"Ruiseveenpad";"82";"1106AN";"Amsterdam";"020 697 8838";"";"";"gahagens@gmail.com"
"Tandartspraktijk Haringhuizen";"tandartspraktijk_haringhuizen";"1";"303";"";"0000-00-00 00:00:00";"Cornelis Dirkszstraat 27";"1056TP";"";"POINT(4.85860780189838 52.3719546805342)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:42";"2016-06-28 12:30:42";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Haringhuizen";"Cornelis Dirkszstraat";"27";"1056TP";"Amsterdam";"020 683 5477";"020 689 2297";"http://www.tp-haringhuizen.nl";"jhaharinghuizen@hetnet.nl"
"Tandartspraktijk Huijssoon";"tandartspraktijk_huijssoon";"1";"303";"";"0000-00-00 00:00:00";"Hoekenes 32";"1068MV";"";"POINT(4.80018227756819 52.3572899816201)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:42";"2016-06-28 12:30:42";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Huijssoon";"Hoekenes";"32";"1068MV";"Amsterdam";"020 619 5475";"";"https://tandartshuijssoon.praktijkinfo.nl";""
"Tandartspraktijk Huitema";"tandartspraktijk_huitema";"1";"303";"";"0000-00-00 00:00:00";"Rapha&#235;lplein 36";"1077RA";"";"POINT(4.8697313573863 52.3473863805492)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:42";"2016-06-28 12:30:42";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Huitema";"Rapha&#235;lplein";"36";"1077RA";"Amsterdam";"020 662 2230";"";"";"huitema.tandarts@xs4all.nl"
"Tandartspraktijk I.B.Y.G. Tan";"tandartspraktijk_i_b_y_g_tan";"1";"303";"";"0000-00-00 00:00:00";"Linnaeushof 49";"1098KM";"";"POINT(4.93554087672126 52.3515115417416)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:42";"2016-06-28 12:30:42";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk I.B.Y.G. Tan";"Linnaeushof";"49";"1098KM";"Amsterdam";"020 668 5292";"";"";""
"Tandartspraktijk Jesse";"tandartspraktijk_jesse";"1";"303";"";"0000-00-00 00:00:00";"Stadionweg 73";"1077SE";"";"POINT(4.8742015973627 52.3466328927728)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:42";"2016-06-28 12:30:42";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Jesse";"Stadionweg";"73";"1077SE";"Amsterdam";"020 676 2030";"020 676 1234";"http://www.tandartsenpraktijkjesse.nl";"info@tandartsenpraktijkjesse.nl"
"Tandartspraktijk Jon Kramer";"tandartspraktijk_jon_kramer";"1";"303";"";"0000-00-00 00:00:00";"Jan Evertsenstraat 405";"1061XW";"";"POINT(4.83824367511668 52.3693454454373)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:42";"2016-06-28 12:30:42";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Jon Kramer";"Jan Evertsenstraat";"405";"1061XW";"Amsterdam";"020 411 0233";"";"http://www.tandartspraktijkjonkramer.nl";"info@tandartspraktijkjonkramer.nl"
"Tandartspraktijk Jordaan";"tandartspraktijk_jordaan";"1";"303";"";"0000-00-00 00:00:00";"Westerstraat 176";"1015MR";"";"POINT(4.88198350146518 52.3783349617619)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:42";"2016-06-28 12:30:42";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Jordaan";"Westerstraat";"176";"1015MR";"Amsterdam";"020 612 1243";"";"http://www.tandartsjordaan.nl";"info@tandartsjordaan.nl"
"Tandartspraktijk Keizersgracht";"tandartspraktijk_keizersgracht";"1";"303";"";"0000-00-00 00:00:00";"Keizersgracht 186";"1016DW";"";"POINT(4.88519531940576 52.3750453247817)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:43";"2016-06-28 12:30:43";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Keizersgracht";"Keizersgracht";"186";"1016DW";"Amsterdam";"020 624 0572";"";"http://www.tandartspraktijkkeizersgracht.nl";"info@tandartspraktijkkeizersgracht.nl"
"Tandartspraktijk Kemna";"tandartspraktijk_kemna";"1";"303";"";"0000-00-00 00:00:00";"Jacob Obrechtstraat 44";"1071KN";"";"POINT(4.87574704049269 52.3551599764126)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:43";"2016-06-28 12:30:43";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Kemna";"Jacob Obrechtstraat";"44";"1071KN";"Amsterdam";"020 662 4945";"";"";"Kemna44@xs4all.nl"
"Tandartspraktijk Klusener";"tandartspraktijk_klusener";"1";"303";"";"0000-00-00 00:00:00";"Ceintuurbaan 209";"1074CV";"";"POINT(4.90212325690997 52.355279990067)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:43";"2016-06-28 12:30:43";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Klusener";"Ceintuurbaan";"209";"1074CV";"Amsterdam";"020 673 1643";"";"http://www.klusener.nl";""
"Tandartspraktijk Knaap";"tandartspraktijk_knaap";"1";"303";"";"0000-00-00 00:00:00";"Tweede Schinkelstraat 13";"1075TN";"";"POINT(4.855056791855 52.3533790696125)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:43";"2016-06-28 12:30:43";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Knaap";"Tweede Schinkelstraat";"13";"1075TN";"Amsterdam";"020 673 5961";"";"";""
"Tandartspraktijk Kolstee";"tandartspraktijk_kolstee";"1";"303";"";"0000-00-00 00:00:00";"Hemonylaan 19";"1074BH";"";"POINT(4.90099542691064 52.3577380019611)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:43";"2016-06-28 12:30:43";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Kolstee";"Hemonylaan";"19";"1074BH";"Amsterdam";"020 675 2553";"";"";""
"Tandartspraktijk Kombé";"tandartspraktijk_kombe";"1";"303";"";"0000-00-00 00:00:00";"Abraham Staalmanplein 4";"1066AG";"";"POINT(4.82835817889144 52.3498137041546)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:43";"2016-06-28 12:30:43";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Kombé";"Abraham Staalmanplein";"4";"1066AG";"Amsterdam";"020 615 3006";"";"";"kombe.wrs@versatel.nl"
"Tandartspraktijk Koninginneweg";"tandartspraktijk_koninginneweg";"1";"303";"";"0000-00-00 00:00:00";"Koninginneweg 150";"1075ED";"";"POINT(4.86140335298406 52.3529041172508)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:43";"2016-06-28 12:30:43";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Koninginneweg";"Koninginneweg";"150";"1075ED";"Amsterdam";"020 671 2141";"";"http://www.koninginneweg150.nl";"tpkoninginneweg@xs4all.nl"
"Tandartspraktijk Kraan";"tandartspraktijk_kraan";"1";"303";"";"0000-00-00 00:00:00";"Des Présstraat 12";"1075NX";"";"POINT(4.85972750675086 52.3506497192718)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:43";"2016-06-28 12:30:43";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Kraan";"Des Présstraat";"12";"1075NX";"Amsterdam";"020 675 2428";"";"http://www.kraantandarts.nl";"info@kraantandarts.nl"
"Tandartspraktijk Kuijpers";"tandartspraktijk_kuijpers";"1";"303";"";"0000-00-00 00:00:00";"Hogeweg 52";"1098CE";"";"POINT(4.93321479749844 52.3550707685701)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:44";"2016-06-28 12:30:44";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk Kuijpers";"Hogeweg";"52";"1098CE";"Amsterdam";"020 665 0489";"";"http://www.praktijkhogeweg.nl";"tandartsen@praktijkhogeweg.nl"
"Tandartspraktijk L.H. Tan";"tandartspraktijk_l_h_tan";"1";"303";"";"0000-00-00 00:00:00";"Tolstraat 93";"1074VG";"";"POINT(4.90353492135278 52.3523557642606)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:44";"2016-06-28 12:30:44";"0000-00-00 00:00:00";"Tandarts";"Tandartspraktijk L.H. Tan";"Tolstraat";"93";"1074VG";"Amsterdam";"020 671 5777";"020 671 7806";"";""
