"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Kinderhospice Het Lindenhofje";"kinderhospice_het_lindenhofje";"1";"281";"";"0000-00-00 00:00:00";"Lindengracht 94";"1015KK";"";"POINT(4.8852221921004 52.3804560366734)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kinderhospice Het Lindenhofje";"Lindengracht";"94";"1015KK";"Amsterdam";"020 627 1873";"";"http://www.legerdesheils.nl/goodwillcentra-amsterdam/";""
"Kleinschalig wonen Anton de Komplein";"kleinschalig_wonen_anton_de_komplein";"1";"281";"";"0000-00-00 00:00:00";"Anton de Komplein 2";"1102DR";"";"POINT(4.95774839684871 52.3165509873492)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen Anton de Komplein";"Anton de Komplein";"2";"1102DR";"Amsterdam";"020 311 9630";"";"http://www.amsta.nl";""
"Kleinschalig wonen Buiten Oranje";"kleinschalig_wonen_buiten_oranje";"1";"281";"";"0000-00-00 00:00:00";"Buiten Oranjestraat 1";"1013HX";"";"POINT(4.88798760419105 52.3826876877329)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen Buiten Oranje";"Buiten Oranjestraat";"1";"1013HX";"Amsterdam";"020 589 0189";"";"http://www.amsta.nl";""
"Kleinschalig wonen De Admiraal";"kleinschalig_wonen_de_admiraal";"1";"281";"";"0000-00-00 00:00:00";"Admiraal De Ruijterweg 541";"1055MK";"";"POINT(4.8463843831641 52.3845002730553)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen De Admiraal";"Admiraal De Ruijterweg";"541";"1055MK";"Amsterdam";"020 589 0189";"";"http://www.amsta.nl";""
"Kleinschalig wonen De kleine Johannes";"kleinschalig_wonen_de_kleine_johannes";"1";"281";"";"0000-00-00 00:00:00";"Overtoom 363A";"1054JN";"";"POINT(4.86330785283604 52.3594286857047)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen De kleine Johannes";"Overtoom";"363A";"1054JN";"Amsterdam";"020 589 0189";"";"http://www.amsta.nl";""
"Kleinschalig wonen De Singel";"kleinschalig_wonen_de_singel";"1";"281";"";"0000-00-00 00:00:00";"Bonhoeffersingel 11";"1069NB";"";"POINT(4.77804768618898 52.3560726400688)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen De Singel";"Bonhoeffersingel";"11";"1069NB";"Amsterdam";"020 610 3811";"";"http://www.amsta.nl";""
"Kleinschalig wonen Florijn";"kleinschalig_wonen_florijn";"1";"281";"";"0000-00-00 00:00:00";"Florijn 108";"1102BA";"";"POINT(4.95765552087442 52.318572898742)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen Florijn";"Florijn";"108";"1102BA";"Amsterdam";"020 589 0189";"";"http://www.amsta.nl";""
"Kleinschalig wonen Florijn";"kleinschalig_wonen_florijn_1";"1";"281";"";"0000-00-00 00:00:00";"Florijn 8";"1102BA";"";"POINT(4.95753523794719 52.3188780461323)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen Florijn";"Florijn";"8";"1102BA";"Amsterdam";"020 589 0189";"";"http://www.amsta.nl";""
"Kleinschalig wonen Haag en Veld";"kleinschalig_wonen_haag_en_veld";"1";"281";"";"0000-00-00 00:00:00";"Haag en Veld 50";"1102GC";"";"POINT(4.95881341959116 52.3110453410674)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:37";"2016-04-29 13:12:37";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen Haag en Veld";"Haag en Veld";"50";"1102GC";"Amsterdam";"020 589 0189";"";"http://www.amsta.nl";""
"Kleinschalig wonen Polderweg";"kleinschalig_wonen_polderweg";"1";"281";"";"0000-00-00 00:00:00";"Polderweg 8";"1093KM";"";"POINT(4.92743961050122 52.3571156545033)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:38";"2016-04-29 13:12:38";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen Polderweg";"Polderweg";"8";"1093KM";"Amsterdam";"020 589 0189";"";"http://www.amsta.nl";""
"Kleinschalig wonen Rengerskerkestraat";"kleinschalig_wonen_rengerskerkestraat";"1";"281";"";"0000-00-00 00:00:00";"Rengerskerkestraat 85";"1069HT";"";"POINT(4.79430467902184 52.3544295292674)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:38";"2016-04-29 13:12:38";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen Rengerskerkestraat";"Rengerskerkestraat";"85";"1069HT";"Amsterdam";"020 589 0189";"";"http://www.amsta.nl";""
"Kleinschalig wonen Schinkelhoek";"kleinschalig_wonen_schinkelhoek";"1";"281";"";"0000-00-00 00:00:00";"Derde Schinkelstraat 45";"1075TK";"";"POINT(4.8536141125655 52.3525097490796)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:38";"2016-04-29 13:12:38";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kleinschalig wonen Schinkelhoek";"Derde Schinkelstraat";"45";"1075TK";"Amsterdam";"020 589 0189";"";"http://www.amsta.nl";""
"Kliniek Vlaardingenlaan (Mentrum)";"kliniek_vlaardingenlaan_mentrum";"1";"281";"";"0000-00-00 00:00:00";"Vlaardingenlaan 5";"1059GL";"";"POINT(4.84413405913708 52.3463639296711)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:38";"2016-04-29 13:12:38";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kliniek Vlaardingenlaan (Mentrum)";"Vlaardingenlaan";"5";"1059GL";"Amsterdam";"020 590 1000";"";"http://www.mentrum.nl";"aanmelden@arkin.nl"
"Kringen voor iedereen!";"kringen_voor_iedereen_2";"1";"281";"";"0000-00-00 00:00:00";"Baarsjesweg 154";"1057HM";"";"POINT(4.86280742123862 52.3682344584021)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:38";"2016-04-29 13:12:38";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kringen voor iedereen!";"Baarsjesweg";"154";"1057HM";"Amsterdam";"020 412 5010";"";"http://www.vriendenkringenamsterdam.nl";"kringen@osa-amsterdam.nl"
"Kunstwerkplaats (Cordaan)";"kunstwerkplaats_cordaan_1";"1";"281";"";"0000-00-00 00:00:00";"Lutmastraat 181";"1073GX";"";"POINT(4.90242682786038 52.3516771507145)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:38";"2016-04-29 13:12:38";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Kunstwerkplaats (Cordaan)";"Lutmastraat";"181";"1073GX";"Amsterdam";"020 572 2766";"";"http://www.kunstwerkplaats.nl/Ateliers/";"cdingerdis@cordaan.nl"
"Leger des Heils Goodwill Centra Amsterdam (GWCA)";"leger_des_heils_goodwill_centra_amsterdam_gwca_1";"1";"281";"";"0000-00-00 00:00:00";"Rode Kruisstraat 24b";"1025KN";"";"POINT(4.92874546109189 52.3955340707404)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:38";"2016-04-29 13:12:38";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Leger des Heils Goodwill Centra Amsterdam (GWCA)";"Rode Kruisstraat";"24b";"1025KN";"Amsterdam";"020 630 1111";"";"http://www.legerdesheils-goodwillcentra.nl";"btm.gwca@legerdesheils.nl"
"Letterplein, academie voor zelfstandigheidsbevordering";"letterplein_academie_voor_zelfstandigheidsbevordering";"1";"281";"";"0000-00-00 00:00:00";"Teugestraat 11";"1107SB";"";"POINT(4.97102504881877 52.2941918866103)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:38";"2016-04-29 13:12:38";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Letterplein, academie voor zelfstandigheidsbevordering";"Teugestraat";"11";"1107SB";"Amsterdam";"020 696 8907";"";"http://www.letterplein.nl";"info@letterplein.nl"
"LFB Themacafé Amsterdam";"lfb_themacafe_amsterdam";"1";"281";"";"0000-00-00 00:00:00";"Elandsgracht 70";"1016TX";"";"POINT(4.8809076898515 52.3698591323557)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:38";"2016-04-29 13:12:38";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"LFB Themacafé Amsterdam";"Elandsgracht";"70";"1016TX";"Amsterdam";"020 543 2959";"";"http://www.lfb.nu";"info@lfb.nu"
"Lijn5";"lijn5_14";"1";"281";"";"0000-00-00 00:00:00";"Chris Lebeaustraat 4";"1062DC";"";"POINT(4.83845942075963 52.3625876537368)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Lijn5";"Chris Lebeaustraat";"4";"1062DC";"Amsterdam";"088 513 1128";"";"http://www.ln5.nl";"toegang.regioamsterdam@ln5.nl"
"Lijn5";"lijn5_15";"1";"281";"";"0000-00-00 00:00:00";"Mari&#235;ndaal 13";"1025BT";"";"POINT(4.94217739398391 52.4025057728816)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Lijn5";"Mari&#235;ndaal";"13";"1025BT";"Amsterdam";"088 513 1128";"";"http://www.ln5.nl";"toegang.regioamsterdam@ln5.nl"
"Maatschap Beschermvaardig";"maatschap_beschermvaardig_2";"1";"281";"";"0000-00-00 00:00:00";"POSTBUS 48";"3940AA";"";"POINT(5.35457442299062 52.0335869172284)";"";"DOORN";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Maatschap Beschermvaardig";"POSTBUS";"48";"3940AA";"DOORN";"0343 764 176";"";"http://www.beschermvaardig.nl";"info@beschermvaardig.nl"
"Maatschappelijke Opvang Atlantisplein";"maatschappelijke_opvang_atlantisplein_1";"1";"281";"";"0000-00-00 00:00:00";"Atlantisplein 5";"1093NE";"";"POINT(4.93088921146546 52.3573607050883)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Maatschappelijke Opvang Atlantisplein";"Atlantisplein";"5";"1093NE";"Amsterdam";"020 755 4600";"";"http://www.volksbond.nl";""
"Markant, Centrum voor Mantelzorg";"markant_centrum_voor_mantelzorg_11";"1";"281";"";"0000-00-00 00:00:00";"Zwanenburgwal 206";"1011JH";"";"POINT(4.89876464803861 52.3683612948498)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Markant, Centrum voor Mantelzorg";"Zwanenburgwal";"206";"1011JH";"Amsterdam";"020 886 8800";"";"http://www.markant.org";"info@markant.org"
"Medisch kinderdagverblijf en kinderdagcentrum De Gelukkige Dolfijntjes";"medisch_kinderdagverblijf_en_kinderdagcentrum_de_gelukkige_dolfijntjes";"1";"281";"";"0000-00-00 00:00:00";"Wilhelminalaan 1B";"1441EK";"";"POINT(4.8671189686632 52.362420434683)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Medisch kinderdagverblijf en kinderdagcentrum De Gelukkige Dolfijntjes";"Wilhelminalaan";"1B";"1441EK";"Amsterdam";"0299 820 080";"";"http://www.degelukkigedolfijntjes.nl";""
"Medisch Orthopedagogisch Centrum 't Kabouterhuis";"medisch_orthopedagogisch_centrum_t_kabouterhuis_4";"1";"281";"";"0000-00-00 00:00:00";"Albardagracht 1";"1063NN";"";"POINT(4.81300375375076 52.3806221994488)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Medisch Orthopedagogisch Centrum 't Kabouterhuis";"Albardagracht";"1";"1063NN";"Amsterdam";"020 644 5351";"020 644 6695";"http://www.kabouterhuis.nl";"zuid@kabouterhuis.nl"
"Medisch Orthopedagogisch Centrum 't Kabouterhuis";"medisch_orthopedagogisch_centrum_t_kabouterhuis_5";"1";"281";"";"0000-00-00 00:00:00";"Amsteldijk 196";"1079LK";"";"POINT(4.91295218814865 52.3418378279181)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Medisch Orthopedagogisch Centrum 't Kabouterhuis";"Amsteldijk";"196";"1079LK";"Amsterdam";"020 644 5351";"020 644 6695";"http://www.kabouterhuis.nl";"zuid@kabouterhuis.nl"
"Medisch Orthopedagogisch Centrum 't Kabouterhuis";"medisch_orthopedagogisch_centrum_t_kabouterhuis_6";"1";"281";"";"0000-00-00 00:00:00";"Kopjachtplein 20";"1034JG";"";"POINT(4.91641598779449 52.4057774510004)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Medisch Orthopedagogisch Centrum 't Kabouterhuis";"Kopjachtplein";"20";"1034JG";"Amsterdam";"020 644 5351";"020 644 6695";"http://www.kabouterhuis.nl";"zuid@kabouterhuis.nl"
"Medisch Orthopedagogisch Centrum 't Kabouterhuis";"medisch_orthopedagogisch_centrum_t_kabouterhuis_7";"1";"281";"";"0000-00-00 00:00:00";"Leksmondplein 28";"1108EL";"";"POINT(4.97990796255041 52.3086032731991)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Medisch Orthopedagogisch Centrum 't Kabouterhuis";"Leksmondplein";"28";"1108EL";"Amsterdam";"020 644 5351";"020 644 6695";"http://www.kabouterhuis.nl";"zuid@kabouterhuis.nl"
"MEE Amstel en Zaan, ondersteuning bij leven met een beperking";"mee_amstel_en_zaan_ondersteuning_bij_leven_met_een_beperking_8";"1";"281";"";"0000-00-00 00:00:00";"Derkinderenstraat 10";"1062DB";"";"POINT(4.84127779162964 52.3590415303229)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:39";"2016-04-29 13:12:39";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"MEE Amstel en Zaan, ondersteuning bij leven met een beperking";"Derkinderenstraat";"10";"1062DB";"Amsterdam";"020 512 7272";"020 512 7273";"http://www.meeaz.nl";"informatie@meeaz.nl"
"Meld- en coördinatiepunt Eropaf";"meld_en_coordinatiepunt_eropaf";"1";"281";"";"0000-00-00 00:00:00";"Maassluisstraat 574B";"1062GZ";"";"POINT(4.83535423540471 52.3478422536317)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Meld- en coördinatiepunt Eropaf";"Maassluisstraat";"574B";"1062GZ";"Amsterdam";"020 751 0623";"";"http://www.somosa.nl/eropaf/";""
"Mentrum LVB-team";"mentrum_lvb_team";"1";"281";"";"0000-00-00 00:00:00";"Polderweg 2";"1093KM";"";"POINT(4.92752703085528 52.3571789080153)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Mentrum LVB-team";"Polderweg";"2";"1093KM";"Amsterdam";"020 590 8289";"";"http://www.mentrum.nl";"aanmelden@arkin.nl"
"Nederlandse Rode Kruis, district Amsterdam";"nederlandse_rode_kruis_district_amsterdam_1";"1";"281";"";"0000-00-00 00:00:00";"Valkenburgerstraat 24";"1011LZ";"";"POINT(4.90825814656655 52.3703144598007)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Nederlandse Rode Kruis, district Amsterdam";"Valkenburgerstraat";"24";"1011LZ";"Amsterdam";"020 622 6211";"";"http://www.rodekruis.nl/amsterdam";"receptieamsterdam@redcross.nl"
"Nederlandse Stichting voor het Dove en Slechthorende Kind (NSDSK)";"nederlandse_stichting_voor_het_dove_en_slechthorende_kind_nsdsk";"1";"281";"";"0000-00-00 00:00:00";"Lutmastraat 167";"1073GX";"";"POINT(4.9016355575689 52.3515570667512)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Nederlandse Stichting voor het Dove en Slechthorende Kind (NSDSK)";"Lutmastraat";"167";"1073GX";"Amsterdam";"020 574 5945";"020 574 5920";"http://www.nsdsk.nl";"nsdsk@nsdsk.nl"
"Nederlandse Stichting voor het Gehandicapte Kind";"nederlandse_stichting_voor_het_gehandicapte_kind";"1";"281";"";"0000-00-00 00:00:00";"Wibautstraat 212";"1091GS";"";"POINT(4.91327435740683 52.3515952515863)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Nederlandse Stichting voor het Gehandicapte Kind";"Wibautstraat";"212";"1091GS";"Amsterdam";"020 679 1200";"";"http://www.nsgk.nl";"info@nsgk.nl"
"Nieuw Amstelrade";"nieuw_amstelrade_1";"1";"281";"";"0000-00-00 00:00:00";"Albatrospad 68";"1021TR";"";"POINT(4.92271454980408 52.3878081531132)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Nieuw Amstelrade";"Albatrospad";"68";"1021TR";"Amsterdam";"020 756 6522";"";"http://www.nieuwamstelrade.nl";"info@nieuwamstelrade.nl"
"Onbeperkt Oost";"onbeperkt_oost_6";"1";"281";"";"0000-00-00 00:00:00";"Timorplein 8";"1094CB";"";"POINT(4.93469207100891 52.365663944354)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Onbeperkt Oost";"Timorplein";"8";"1094CB";"Amsterdam";"020 427 3849";"";"http://www.onbeperktoost.nl";"info@onbeperktoost.nl"
"Ons Tweede Thuis";"ons_tweede_thuis_2";"1";"281";"";"0000-00-00 00:00:00";"Vuurdoornstraat 11";"1431RM";"";"POINT(4.91663557287138 52.3917297409265)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Ons Tweede Thuis";"Vuurdoornstraat";"11";"1431RM";"Amsterdam";"0297 353 800";"0297 345 758";"http://www.onstweedehuis.com";"info@onstweedethuis.nl"
"Orthopedagogisch Centrum Middelveld";"orthopedagogisch_centrum_middelveld";"1";"281";"";"0000-00-00 00:00:00";"Comeniusstraat 12";"1065BH";"";"POINT(4.83258257843754 52.3594145478159)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Orthopedagogisch Centrum Middelveld";"Comeniusstraat";"12";"1065BH";"Amsterdam";"020 346 0611";"";"http://www.legerdesheils-goodwillcentra.nl";""
"Pantar Amsterdam";"pantar_amsterdam_6";"1";"281";"";"0000-00-00 00:00:00";"Kriekenoord 3";"1111PT";"";"POINT(4.9846801676344 52.3175804104182)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:40";"2016-04-29 13:12:40";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Pantar Amsterdam";"Kriekenoord";"3";"1111PT";"Amsterdam";"020 416 8000";"";"http://www.pantar.nl";""
"Pantar Amsterdam";"pantar_amsterdam_7";"1";"281";"";"0000-00-00 00:00:00";"Rigakade 10";"1013BC";"";"POINT(4.87482824580553 52.3953221015922)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Pantar Amsterdam";"Rigakade";"10";"1013BC";"Amsterdam";"020 416 8000";"";"http://www.pantar.nl";""
"Pantar Amsterdam";"pantar_amsterdam_8";"1";"281";"";"0000-00-00 00:00:00";"Seineweg 10";"1043BG";"";"POINT(4.81764952158641 52.3882662354318)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Pantar Amsterdam";"Seineweg";"10";"1043BG";"Amsterdam";"020 416 8000";"";"http://www.pantar.nl";""
"Pantar Amsterdam";"pantar_amsterdam_9";"1";"281";"";"0000-00-00 00:00:00";"Strekkerweg 51";"1033DA";"";"POINT(4.89727554209354 52.4034790038723)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Pantar Amsterdam";"Strekkerweg";"51";"1033DA";"Amsterdam";"020 416 8000";"";"http://www.pantar.nl";""
"Pauwer Wonen";"pauwer_wonen_4";"1";"281";"";"0000-00-00 00:00:00";"Ar&#232;npalmstraat 9";"1104DB";"";"POINT(4.9812985723013 52.3201034046922)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Pauwer Wonen";"Ar&#232;npalmstraat";"9";"1104DB";"Amsterdam";"088 611 0211";"";"http://www.pauwer.nl";""
"Pauwer Wonen";"pauwer_wonen_5";"1";"281";"";"0000-00-00 00:00:00";"Westbroekstraat 30";"1107KB";"";"POINT(4.98319136423687 52.295824914075)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Pauwer Wonen";"Westbroekstraat";"30";"1107KB";"Amsterdam";"088 611 0211";"";"http://www.pauwer.nl";""
"Perspectief GZ";"perspectief_gz_1";"1";"281";"";"0000-00-00 00:00:00";"Jan Evertsenstraat 751";"1061XZ";"";"POINT(4.83597977085557 52.3695596205726)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Perspectief GZ";"Jan Evertsenstraat";"751";"1061XZ";"Amsterdam";"020 617 8757";"020 613 9201";"http://www.het-perspectief.nl";"info@het-perspectief.nl"
"PEWA Reïntegratie";"pewa_reintegratie";"1";"281";"";"0000-00-00 00:00:00";"Hullenbergweg 365C";"1101CP";"";"POINT(4.95096121939658 52.3042847886086)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"PEWA Reïntegratie";"Hullenbergweg";"365C";"1101CP";"Amsterdam";"020 495 0620";"020 495 0625";"http://www.pewa.nl";"info@pewa.nl"
"Philadelphia Fasehuis";"philadelphia_fasehuis";"1";"281";"";"0000-00-00 00:00:00";"Rudi Bloemgartensingel 74";"1069PR";"";"POINT(4.78620931645055 52.3528158344149)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Philadelphia Fasehuis";"Rudi Bloemgartensingel";"74";"1069PR";"Amsterdam";"020 630 4915";"";"http://www.philadelphia.nl";"amsterdam@philadelphia.nl"
"Philadelphia Zorg Amsterdam e.o.";"philadelphia_zorg_amsterdam_e_o_2";"1";"281";"";"0000-00-00 00:00:00";"Grasweg 61";"1031HX";"";"POINT(4.89854256879983 52.3925192929884)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Philadelphia Zorg Amsterdam e.o.";"Grasweg";"61";"1031HX";"Amsterdam";"020 630 4900";"";"http://www.philadelphia.nl";"amsterdam@philadelphia.nl"
"Platform Mantelzorg Amsterdam (PMA)";"platform_mantelzorg_amsterdam_pma";"1";"281";"";"0000-00-00 00:00:00";"Plantage Middenlaan 14";"1018DD";"";"POINT(4.91024915491474 52.366772352766)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:41";"2016-04-29 13:12:41";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Platform Mantelzorg Amsterdam (PMA)";"Plantage Middenlaan";"14";"1018DD";"Amsterdam";"020 752 5100";"";"http://www.clientenbelangamsterdam.nl/platform-mantelzorg-amsterdam-3447.html";"m.vink@clientenbelangamsterdam.nl"
"Platform Platform Gehandicapten Zuidoost (PGZO)";"platform_platform_gehandicapten_zuidoost_pgzo";"1";"281";"";"0000-00-00 00:00:00";"Toutenburgstraat 115";"1107PX";"";"POINT(4.97002866042951 52.2925885464696)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:42";"2016-04-29 13:12:42";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Platform Platform Gehandicapten Zuidoost (PGZO)";"Toutenburgstraat";"115";"1107PX";"Amsterdam";"06 4861 5393";"";"http://www.pgno-zo.eu";"pgnozo@gmail.com"
"Poli Plus Praktijk amsterdam";"poli_plus_praktijk_amsterdam";"1";"281";"";"0000-00-00 00:00:00";"Keizersgracht 169";"1016DP";"";"POINT(4.8859172991713 52.3748326784564)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:42";"2016-04-29 13:12:42";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Poli Plus Praktijk amsterdam";"Keizersgracht";"169";"1016DP";"Amsterdam";"";"";"http://www.poli-plus.nl";"amsterdam@poli-plus.nl"
